Gene	E16.5-031	E16.5-032	E16.5-023	E16.5-024	E16.5-095	E16.5-096	E16.5-047	P0.5-a8	P0.5-a9	P0.5b-4.210	P0.54.311	P1-a12	P1-a13	P1b-6.314	p1b-6.215	P1.5-a16	P1.5-a17	P1.5-a18	P1.5-a19	P2-a20	P2-a21	p2-b22	P2b-5.123	P2b-6.124	P2.5-a25	P2.5-b26	p2.5b-427	P2.5b-528	P3-a29	P3-a30	P3-b31	P3b-5.732	P3b-533	P3.5-a34	P3.5-b35	P3.5b-5.936	P3.5b-5.437	P4-a38	P4-a39	P4b-6.340	P4b-7.341	P4.5-a42	P4.5-b43	P4.5b-6.344	P4.5b-5.545	P5-a46	P5-b47	P5b-2.748	P5b-2.849	P5.5-a50	P5.5-a51	p5.5b-7.952	P5.5b-9.153	P6-a54	P6b-7.255	P6b-8.756	P6c-6.557	P6.5-a58	P6.5-a59	P6.5b-6.360	p6.5b-4.461	P7-c62	P7-c63	P7-a64	P7b-7.765	P7b-8.366	P7.5b-8.767	P7.5b-968	P8-a69	P8-a70	P8b-6.371	P8b-72	P8.5-a73	P8.5-b74	P8.5b-9.175	P8.5b-9.376	P9-a77	P9-a78	P9b-10.379	P9b-1080	P9.5-a81	P9.5-a82	P9.5b-8.283	P9.5b-1084	P10-a85	P10-a86	P10b-6.787	P10b-6.688	P10.5-a89	P10.5c-10.590	P10.5b10.191	P10.5b-6.892	P11-a93	P11-a94	P11b-6.495	P11b-9.296	P11.5-a97	P11.5-a98	P11.5b-6.199	P11.5b-5.5100	P12-a101	P12-a102	P12b-6103	P12b-5.2104	P12.5-a105	P12.5-a106	P12.5b-11.3107	P12.5b-10.8108	P13-b109	P13-b110	P13c-6.1111	P13b-8112	P13.5-b113	P13.5b-6.5114	P13.5b-5115	P14-a116	P14-a117	P14b-5118	P14b-5119	P15-a120	P15-a121	P15c-11.8122	P15b-6.1123	P16-a124	P16-a125	P16c-11.2126	P16b-7127	P17-a128	P17-a129	P17b-9.7130	P17b-12131	P18-a132	P18-a133	P18b-8.6134	P18b-10.2135	P19-a136	P19-a137	p19c-8138	P19b-5.3139	P20-a140	P20c-9.2141	P20c-9.2142	P21-a143	P21b-7.1144	P21b-4145	P21c-10146	P22-a147	P22-a148	P22b-5.2149	p22b-6.1150	P23-a151	P23-a152	P23b-5153	P23b-3.5154	P24-a155	P24-a156	P24b-12.4157	P24c-8158	P25-a159	P25-a160	P25b-11161	P25b-11.1162	P26-a163	P26-a164	P26b-8.2165	P26b-7.6166	P27-a167	P27-a168	p27b-7.6169	P27b-8.1170	P28b-8.3171	P28c-8.4172	P28c-9.2173	p28b-7.3174
N-Cadherin(CDH2)	319.57	350.72	169.61	167.71	446.64	214.07	414.2	60.22	61.03	216.92	198.28	50.63	88.94	61.33	94.27	107.84	37.79	107.84	37.79	53.93	77.19	54.37	135.39	106.9	49.6	63.36	160.12	214.09	44.61	107.68	66.59	198.63	155.15	108.15	81.02	195.07	298.13	124.34	124.3	171.45	148.82	96.28	79.74	185.47	237.05	79.45	106.6	184.21	216.38	135.91	126.1	267.82	298.02	87.79	162.09	234.37	218.44	75.91	85.26	290.29	235.57	123.04	109.07	100.25	94.19	172.83	458.38	170.28	126.29	144.78	239.67	266.3	89.86	135.67	397.19	429.37	134.48	114.65	255.52	372.31	86.87	79.6	291.21	1261.02	49.19	120.2	174.68	255.4	196.84	336.25	151.4	163.66	93.5	81.22	241.25	253.35	71.35	105.59	249.86	223.16	104.25	109.88	229.03	237.54	67.07	52.75	227.43	249.31	82.45	48.12	221.77	273.49	78.03	172.47	176.45	84.11	105.37	255.76	213.32	66.76	93.57	203.22	210.78	79.83	94.82	191.53	241.51	70.32	11.05	175.59	225.4	64.43	64.73	176.72	169.3	72.78	56.74	158.44	148.48	54.37	121.42	165.23	53.67	147.56	158.82	141.4	36.56	48.76	137.74	295.5	56.28	36.15	84.85	125.48	43.03	33	114.67	70.8	33.11	39.78	100.59	149.97	34.35	47.78	54.63	74.65	39.56	51.04	80.68	82.78	68.38	100.34	104.17	84.26
NDST1	210.15	217.67	277.27	253.7	274.46	341.98	331.08	567.06	579.81	1051.23	1127.73	391.96	302.41	459.99	421.73	682.53	551.36	682.53	551.36	388.3	431.59	546.53	902.62	863.74	595.14	534.45	954.79	996.52	388.71	356.16	473.13	1075.36	725.86	295.99	488.6	822.29	1036.34	434.23	417.09	803.97	892.95	428.26	479.7	753.48	1027.34	254.25	420.12	504.58	600.36	426.53	367.35	829.79	821.57	404.8	751.5	779.32	711.36	414.88	389.77	704.22	664.3	468.48	406.91	308.46	578.62	828.12	884.03	936.52	434.13	472.68	933.45	926.43	515.4	505.54	1241.22	885.81	574.48	411.17	735.91	811.81	583.28	545.81	863.23	1891.53	273.28	314.81	873.42	729.72	347.37	885.65	807.46	654.66	458.16	381.75	938.92	993.26	403.31	478.33	999.44	1219.24	395.43	401.42	934.03	1011.15	538.86	551.45	875.04	926.94	474.07	477.98	1109.96	762.87	534.41	858.56	617.59	529.01	638.79	1176.02	915.93	549.2	617.03	1055.75	1000.47	638.62	525.83	1002.33	1116.96	421.91	342.58	614.07	816.79	463.08	534.53	814.34	898.56	458.53	489.89	724.47	815.1	587.82	877.28	917	453.01	971.43	757.73	893.56	572.18	562.56	785.95	831.08	460.78	517.25	851.89	1028.22	567.83	525.53	878.01	712.35	394.43	450.21	1022.7	1047.07	355.49	414.82	769.16	787.17	367.45	348.26	910.81	851.62	756.25	880.55	884.48	830.07
NFATC3	107.1	128.13	116.43	111.99	101.98	99.4	97.86	102.87	91.55	216.92	111.53	100.66	71.16	122.66	79.39	85.1	62.25	85.1	62.25	80.54	59.65	82.98	104.05	98.35	99.19	69.63	109.71	132.53	70.09	74.54	77.1	164.39	138.52	74	76.71	100.84	56.79	50.86	58.47	88.04	100.23	96.28	79.74	111.28	109.8	37.08	78.38	80.09	110.31	54.36	57.57	127.32	201.36	68.52	121.57	93.37	129.81	58.26	56.84	127.23	108.36	42.59	46.14	48.84	67.28	81.61	114.6	255.41	94.72	48.26	151.37	63.76	33.91	30.69	248.24	59.96	66.06	71.16	61.33	81.65	74.46	72.02	52	630.51	54.66	40.07	43.67	91.21	57.9	118.83	201.87	163.66	9.35	40.61	130.41	129.56	43.43	66.15	129.39	141.52	64.02	62.98	110.94	97.35	53.19	62.34	107.26	105.16	82.45	28.87	137.61	108.75	54.45	105.26	44.11	70.83	79.03	133.59	113.51	51.65	78.39	126	98.17	74.13	60.34	95.76	129.56	69.71	38.68	94.1	91.89	62.63	60.03	122.98	113.6	47.31	62.42	106.78	122.19	64.04	123.61	57.83	80.5	101.11	142.28	104.57	67.64	60.94	80.22	61.56	49.24	65.35	135.76	108.05	65.08	51.98	105.49	91.49	60.38	59.67	101.52	105.96	51.52	65.22	90.68	90.41	51.53	47.88	81.52	74.84	79.11	102.52	82.39	100.4
NME3	126.21	143.99	127.25	142.41	144.25	188.76	165.98	50.18	55.95	183.55	210.67	57.34	124.52	46	79.39	59.26	60.03	59.26	60.03	53.21	56.14	40.06	154.2	141.11	29.76	53.32	123.06	168.21	101.96	82.83	42.06	113.02	99.74	34.15	37.28	117.04	170.36	66.12	68.06	129.75	157.94	69.72	43.61	129.83	123.84	52.97	43.89	112.13	133.65	62.73	82.24	171.23	157.06	43.65	95.78	110.51	113.8	31.78	56.84	148.73	122.5	108.84	79.7	53.98	74.01	100.82	118.69	383.12	74.99	88.67	170.29	172.53	57.64	104.98	347.54	210.82	80.21	79.07	367.95	211.35	68.26	60.65	176.81	630.51	71.05	97.3	87.34	255.4	81.05	173.72	151.4	163.66	130.9	89.34	176.05	166.98	74.46	61.06	187.4	179.62	69.69	76.41	134.8	179.13	76.32	100.7	145.17	149.28	82.45	99.45	135.33	195.97	92.06	152.18	176.45	79.68	82.32	160.99	164.4	71.8	73.34	129.05	157.36	102.63	60.34	131.94	149.68	73.64	77.36	184.32	201.84	65.04	79.87	148.81	193.49	83.7	66.2	214.7	187.15	83.97	146.58	173.49	68.66	177.62	178.68	150.91	76.78	83.45	182.31	332.43	63.31	57.01	108.61	127.22	79.24	75.08	169.71	190.61	67.2	71.96	162.07	171.52	64.69	56.12	126.74	121.1	64.54	56.01	148.89	158.76	112.63	194.87	196.02	107.57
NME7	139.06	174.59	191.44	194.11	183.44	184.41	151.95	15.05	35.6	200.24	173.5	22.27	35.58	199.33	138.92	42.38	33.35	42.38	33.35	40.99	42.11	42.92	120.35	115.45	36.37	20.07	106.75	86.65	31.86	49.7	31.54	109.59	105.28	17.08	24.38	91.23	113.57	32.44	33.25	104.26	66.82	29.88	26.17	83.46	86.82	21.19	37.62	120.14	57.28	23	13.71	74.64	96.65	19.02	95.78	64.78	82.92	8.83	28.42	102.14	108.36	4.73	20.97	33.42	53.83	57.61	143.24	85.14	39.47	24.72	75.68	86.27	15.26	35.53	99.3	108.31	27.13	15.81	61.33	101.71	55.85	53.07	72.8	1891.53	16.4	34.34	174.68	54.73	46.32	99.12	201.87	163.66	9.35	8.12	104.32	86.37	15.51	19.08	84.77	97.97	20.67	24.2	69.19	86.97	16.19	23.98	87.1	80.02	10.31	6.42	77.33	78.06	19.09	77.36	132.34	22.13	26.34	91.34	105.68	21.41	10.12	85.35	85.18	34.21	17.24	70.23	81.76	23.24	22.1	65.97	82.46	18.07	24.53	73.37	79.89	14.56	17.02	76.92	92.8	19.94	91.88	107.4	16.57	73.78	79.41	62.98	23.76	16.88	85.08	24.62	3.52	22.25	54.3	54.03	17.84	16.5	62.25	95.85	20.94	17.72	79.17	66.45	22.9	21.23	76.48	79.63	18.22	21.68	74.03	56.7	77.77	68.35	70.08	78.88
Nol3	2.08	4.21	3.92	2.77	2.78	3.64	2.12	12.55	5.09	16.69	24.79	4.27	71.16	15.33	9.92	5.17	4.45	5.17	4.45	8.63	14.04	8.58	3.76	8.55	3.31	3.76	8.9	5.1	25.49	33.13	14.02	3.42	22.16	5.69	2.15	7.2	42.59	4.91	3.57	6.95	9.11	13.28	6.23	2.32	9.36	5.3	12.54	24.03	16.97	8.36	16.45	4.39	8.05	4.15	14.74	13.34	10.29	7.06	12.18	14.34	14.13	23.66	33.56	20.56	6.73	4.8	8.19	85.14	3.95	7.25	12.61	7.5	16.95	9.69	198.6	11.6	8.26	15.81	10.22	18.2	31.03	11.37	20.8	630.51	5.47	5.72	21.84	18.24	23.16	18.65	50.47	163.66	9.35	16.24	26.08	40.31	31.02	13.99	13.39	16.33	7.13	5.97	28.63	18.17	6.94	23.98	16.94	15.9	20.61	3.21	18.2	25.84	7.3	17.75	44.11	11.07	3.29	13.7	19.57	12.6	18.97	17.27	18.77	11.4	8.62	19.15	18.87	12.37	16.58	40.74	22.78	10.24	6.79	19.64	30.05	29.11	7.57	25.26	21.65	9.67	16.41	33.05	15	19.13	29.78	20.2	10.05	10.31	20.26	30.78	14.07	11.12	10.18	12.2	13.12	18.98	17.04	13.07	13.15	10.85	21.42	25.14	17.17	11.38	4.37	14.93	14.05	7.68	14.14	14.74	18.77	21.09	18.94	8.96
P4HA3	30.1	29.19	33.03	33.73	40.42	53.56	44.12	27.6	45.77	116.8	37.18	13.73	17.79	15.33	19.85	23.43	33.35	23.43	33.35	12.22	49.12	20.03	42.62	38.48	33.06	30.11	44.48	58.62	19.12	57.98	28.04	44.52	44.33	51.23	46.6	75.63	184.55	42.79	49.1	48.66	51.63	66.4	69.77	104.33	94.9	42.38	62.7	80.09	78.49	92	84.98	79.03	112.76	41.21	110.51	102.89	65.19	40.61	40.6	86.01	61.25	61.52	117.46	59.12	74.01	62.41	110.5	42.57	90.77	101.55	126.14	165.03	140.72	104.98	148.95	284.31	93.19	71.16	347.51	234.68	130.31	60.65	182.01	1261.02	81.99	114.48	131.01	364.86	115.79	119.37	50.47	163.66	130.9	89.34	84.76	141.07	52.74	55.98	98.16	48.99	86.33	79.39	67.99	50.62	83.26	91.11	48.39	44.12	41.22	54.53	70.51	48.99	41.54	32.97	88.23	48.7	39.51	69.65	39.14	23.93	21.49	21.34	25.99	22.81	8.62	17.02	18.87	8.75	27.63	17.46	22.78	7.83	9.92	10.33	6.6	32.75	5.67	9.19	6.19	10.27	8.75	8.26	12.63	9.56	6.62	8.32	1.83	1.88	13.77	6.16	14.07	11.12	6.79	20.91	8.4	13.2	10.48	5.45	6.82	7.96	4.66	1.8	9.73	9.86	8.74	6.64	6.77	6.78	9.15	6.8	12.07	10.18	8.52	17.93
P-63	2023.22	2507.39	2188.65	2110.36	2073.66	1791.2	1686.7	554.52	727.31	1535.14	1511.9	556.98	403.21	1211.3	962.55	653.24	569.14	653.24	569.14	642.85	810.55	652.4	979.09	1056.16	595.14	523.78	1298.75	1220.8	548.01	405.85	648.36	1171.26	1152.51	700.12	653.5	1053.38	766.61	480	467.97	933.72	917.24	464.78	494.65	850.86	1055.01	397.27	482.83	897.02	969.48	349.17	309.78	1137.12	1147.78	431.13	773.6	853.63	1243.74	361.92	284.21	1073.35	1149.57	279.2	356.57	365.01	531.52	816.12	1039.55	553.4	442.02	357.51	1040.67	952.69	328.91	235.81	645.43	754.29	412.87	367.68	643.92	738.56	403.33	409.36	728.03	630.51	207.7	297.64	545.88	656.75	393.69	853.14	656.06	654.66	149.6	251.79	638.99	610.35	189.24	292.6	767.43	734.81	337.27	350.04	737.2	803.47	298.34	364.44	749.23	860.26	175.2	224.55	941.65	767.17	321.09	675.94	352.91	325.37	474.16	816.37	943.33	280.9	354.03	827.12	766.59	307.9	206.88	744.83	763.51	319	248.64	581.09	588.24	352.88	360.7	661.4	700.67	283.85	295.07	745.14	731.58	419.27	819.3	751.78	295.96	633.96	734.56	756.91	293.4	343.16	746.25	1225.08	200.49	283.65	641.46	602.99	319.6	310.2	702.41	791.86	336.97	284.59	651.06	642.07	318.28	374.63	629.31	637.04	316.45	322.51	628	593.07	740.16	601.33	581.44	747.6
PCYOX1	71.09	70.73	88.44	86.41	97.2	96.02	86.74	35.13	45.77	116.8	99.14	25.62	29.65	92	84.35	37.9	28.9	37.9	28.9	28.76	14.04	22.89	92.77	81.24	36.37	30.11	114.16	91.75	57.35	33.13	28.04	95.89	60.95	45.54	30.47	120.64	56.79	29.81	33.92	67.19	100.23	33.2	26.17	92.74	113.63	37.08	40.76	120.14	97.58	25.09	13.71	105.37	112.76	26.82	125.25	112.42	96.07	33.54	24.36	118.27	108.36	18.93	33.56	28.28	26.91	105.62	114.6	42.57	23.68	28.72	88.3	146.28	52.56	17.77	49.65	92.84	40.11	31.63	132.87	90.98	37.23	45.48	119.6	630.51	10.93	17.17	65.51	54.73	34.74	126.83	50.47	163.66	9.35	40.61	117.37	100.77	34.13	38.16	66.93	152.41	25.42	23.37	115.71	111.63	46.25	19.18	95.97	118.5	30.92	22.46	118.27	93.14	21.89	109.06	44.11	50.91	36.22	100.48	93.94	16.38	22.76	114.82	98.17	39.91	51.72	131.94	103.14	27.77	22.1	77.61	79.32	25.29	27.67	80.61	110.67	32.75	22.7	73.48	91.25	21.75	117.04	107.4	39.46	95.64	102.57	87.93	36.56	27.19	67.25	12.31	28.14	18.08	57.7	67.97	22.04	22.28	106.8	93.67	28.24	28.57	77.31	84.41	37.21	30.33	71.02	95.39	20.82	25.75	97.32	75.98	85.82	82.17	91.86	100.4
PDGFRA (platelet-derived growth factor receptor alpha) (PMID 23748534) (Most important)	342.95	404.75	600.62	551.79	477.95	521.33	466.61	70.26	91.55	250.29	408.96	93.64	77.08	337.32	387	113.35	77.81	113.35	77.81	77.66	98.25	42.92	193.06	200.97	72.74	53.95	170.5	229.38	50.98	91.11	63.08	287.68	282.59	85.38	95.71	332.52	326.52	88.74	90.83	305.83	294.61	129.47	137.06	377.9	520.48	52.97	97.19	392.45	294.87	87.82	115.14	430.26	382.59	80.23	361.01	436.34	403.14	86.51	93.38	358.38	419.31	94.64	125.85	84.83	275.85	376.86	626.19	723.67	138.13	143.15	498.26	476.34	169.54	192.2	1042.62	659.52	150.99	177.91	592.81	588.33	186.15	136.45	592.82	1261.02	147.57	148.82	633.23	656.75	150.53	910.69	706.53	327.33	168.3	227.42	932.4	886.74	161.32	209.91	923.59	1001.52	155.83	171.04	1075.98	1188.98	171.14	177.42	1041.99	1099.3	185.51	256.63	955.3	809.71	197.6	883.92	794.05	183.71	230.49	1065.27	829.81	253.19	279.43	1075.05	1114.52	427.64	353.42	861.88	1100.61	268.6	337.05	1283.44	1167.06	277	349.22	1341.39	1543.53	302.05	313.98	886.36	1187.85	196.95	1234.97	1462.25	303.85	952.3	979.42	1116.95	221.19	276.59	722.75	1372.83	309.53	315.64	678.8	669.21	212.02	248.33	1022.82	1071.79	192.35	194.91	802.88	823.47	173.45	188.07	1060.87	1022.75	164.47	196.94	718.66	714.41	1212.15	869.64	842.81	1197.6
PDGFRb	88.58	89.12	116.43	121.39	136.23	177.21	133.15	52.69	55.95	250.29	285.03	54.6	53.37	306.66	213.35	76.14	31.12	76.14	31.12	53.93	52.63	42.92	259.5	273.66	82.66	50.81	207.56	214.09	89.21	99.39	49.06	263.7	177.31	34.15	68.47	355.33	624.64	68.57	80.78	280.35	385.73	122.83	99.68	412.68	372.38	68.86	84.65	256.29	280.02	169.36	189.16	333.67	366.48	75.59	361.01	415.38	265.9	70.62	93.38	295.66	221.43	165.62	201.36	118.24	383.5	417.66	421.55	808.81	94.72	128.35	397.35	352.57	155.98	201.89	1191.57	626.64	193.46	229.31	735.91	482.88	124.1	121.29	587.62	630.51	191.3	154.54	829.74	620.26	208.42	588.83	807.46	490.99	224.41	333.01	762.87	788.85	248.19	208.63	709.43	620.51	162.78	134.25	412.74	454.3	233.58	239.76	538.74	501.18	226.73	195.68	368.47	471.07	209.38	465.42	926.39	97.39	121.83	449.86	387.51	151.16	188.4	374.95	404.23	233.78	249.98	342.62	421.38	133.7	215.49	507.36	484.57	105.38	112.23	367.9	447.08	87.34	147.53	338.7	317.07	103.91	330.35	404.8	150.74	368.9	377.21	423.01	139.84	103.14	315.19	369.37	168.83	122.36	315.64	315.44	112.83	106.43	291.58	229.82	112.49	91.13	344.62	349.32	82.43	73.56	270.95	287	72.35	76.34	275.32	258.55	245.38	338.84	311.55	209.76
PDPn(Podoplanin)	180.39	184.83	214.57	257.02	249.93	316.76	293.4	235.86	152.58	700.82	557.67	182.1	130.45	168.66	262.96	325.59	215.65	325.59	215.65	173.3	207.02	243.22	669.44	615.74	195.07	173.76	510.01	642.26	152.93	207.07	154.2	410.97	376.78	244.76	159.88	446.56	695.63	187.12	199.73	565.33	555.81	285.51	249.19	581.92	691.14	100.64	263.36	616.7	619.45	217.45	197.38	658.56	680.61	188.99	416.27	548.76	560.4	139.47	162.41	621.79	612.48	156.16	205.55	143.95	511.34	816.12	1060.01	979.09	224.96	279.49	529.79	483.85	239.05	208.35	893.68	885.81	238.28	253.03	817.67	994.7	217.18	162.99	691.63	630.51	180.37	183.16	436.71	729.72	185.27	654.38	656.06	327.33	224.41	308.65	932.4	1177.52	223.37	209.91	843.28	881.77	321.54	337.28	1060.47	1182.49	314.53	292.51	878.27	957.72	340.1	336.83	943.92	857.08	409.22	1013.28	882.27	281.11	401.72	949.95	1035.31	416.94	515.88	1313.84	1258.89	587.3	543.07	1193.86	1191.18	314.17	254.17	624.74	966.01	397.44	414.47	1072.7	955	342.08	395.31	1200.95	1183.21	543.72	1255.75	1247.45	400.92	1524.78	1498.91	1515.01	385.72	420.05	983.66	2105.41	341.19	428.26	936.74	1042.16	548.94	535.43	1089	1231.9	363.26	338.83	1181.97	1178.18	350.34	365.53	952.71	817.87	245.66	241.66	1082.99	1018.31	1445.46	1319	1295.46	1470.11
pgk1	262.48	283.21	237.52	263.38	316.73	243.3	261.54	40.15	66.12	317.04	235.46	65.58	71.16	229.99	203.43	53.4	66.7	53.4	66.7	56.81	38.6	60.09	142.91	124	42.98	50.18	176.43	124.88	76.47	57.98	98.13	181.51	171.77	39.84	44.81	168.06	283.93	59.8	59.58	194.62	173.12	46.48	62.3	243.43	158.74	74.16	37.62	184.21	210.02	66.91	90.47	140.49	144.98	57.55	221.03	221.03	131.52	54.73	93.38	166.65	122.5	66.25	88.09	61.69	228.76	177.63	151.43	42.57	74.99	75.35	157.68	183.79	71.21	41.99	148.95	156.66	60.16	51.4	173.76	171.69	68.26	56.86	135.21	630.51	81.99	45.79	174.68	164.19	104.21	115.63	201.87	163.66	56.1	40.61	182.57	152.59	74.46	63.61	156.16	185.06	69.32	53.53	144.34	118.12	76.32	81.52	120.17	104.13	72.14	86.61	112.59	160.97	61.75	138.23	220.57	57.55	32.93	124.45	156.57	55.42	44.25	109.74	109.72	57.02	77.58	129.81	106.92	40.74	44.2	134.84	109.17	37.94	41.76	120.91	123.13	36.39	37.83	175.66	120.64	59.81	118.14	123.92	47.35	135.26	102.57	106.94	58.5	59.07	134.5	92.34	77.38	33.37	115.4	141.16	45.66	53.63	119.91	136.15	46.26	42.31	114.56	112.25	49.8	40.95	136.57	110.32	43.2	41.1	118.95	129.27	107.27	117.79	117.42	139.84
PHGDH	151.91	179.64	131.73	136.6	110	107.84	89.3	67.75	55.95	16.69	24.79	74.73	634.47	15.33	84.35	75.8	75.59	75.8	75.59	96.36	98.25	34.34	50.15	55.59	46.29	26.97	37.06	68.81	63.72	49.7	38.55	61.65	33.25	96.76	21.15	54.62	28.39	56.12	39.5	34.75	69.86	43.16	39.87	64.92	57.03	58.27	47.03	64.07	61.52	46	46.6	35.12	44.3	40.24	99.46	53.35	60.04	15.89	44.66	123.64	84.8	42.59	54.53	38.56	67.28	40.81	49.11	127.71	47.36	70.02	75.68	52.51	16.95	43.61	49.65	40.62	55.44	19.77	20.44	95.18	37.23	56.86	41.6	630.51	27.33	34.34	21.84	36.49	46.32	65.01	50.47	163.66	46.75	56.86	19.56	86.37	49.64	44.53	53.54	54.43	41.52	36.96	73.96	38.94	39.32	23.98	58.07	61.04	41.22	48.12	51.18	72.68	45.47	49.46	44.11	33.2	36.22	63.94	84.16	23.93	32.87	59.95	60.63	51.32	51.72	34.05	54.09	47.99	66.31	68.88	73.04	45.77	21.4	58.91	51.3	40.03	17.02	36.74	44.85	50.75	77.66	41.31	26.04	49.19	43.01	41.59	42.96	36.57	62.39	55.41	59.8	36.15	40.73	52.28	58.25	30.53	62.25	35.94	38.96	25.67	59.61	63.76	49.23	30.33	81.94	53.92	32.27	35.68	59.06	69.17	68.38	62.53	73.86	69.92
polr2a	560.51	575.55	725.82	612.07	668.33	686.54	661.44	434.08	508.61	784.25	941.84	435.88	314.27	628.65	580.51	502.33	442.42	502.33	442.42	376.79	522.82	363.4	712.07	705.53	426.52	324.93	738.33	695.78	286.75	372.72	329.44	763.71	698.16	318.75	359.19	636.83	624.64	284.98	304.84	576.91	549.74	285.51	315.23	533.24	593.68	307.22	344.88	488.56	464.59	275.99	268.66	698.08	720.88	254.34	471.53	632.6	549.53	259.52	186.77	544.74	603.05	222.41	197.16	221.06	349.86	576.09	540.24	681.1	284.16	249.59	750.54	750.15	239.05	221.27	496.49	504.8	248.9	221.4	521.27	474.95	223.39	235	504.42	630.51	218.63	211.78	305.7	474.32	370.53	638.92	706.53	818.33	140.25	227.42	554.22	607.47	179.94	258.25	513.11	571.52	232.83	229.05	514.13	588	235.9	263.74	545.99	580.17	144.28	192.47	564.08	496.38	240.26	473.03	352.91	241.26	316.1	562.89	544.08	249.41	269.32	524.32	578.91	210.97	241.36	572.46	544.65	305.42	287.32	442.36	486.14	275.2	304.85	606.62	580.47	302.05	262.91	466.14	561.44	236.82	531.62	487.42	233.61	547.88	502.94	508.57	267.81	251.28	479.68	541.74	182.9	265.58	431.04	460.08	211.49	215.33	463.9	447.67	223.51	248.79	494.58	480.43	224.97	233.57	425	477.78	245.14	252.95	437.52	424.11	455.9	461	446.97	475.1
ppia	5674.27	7194.03	5289.52	5719.16	5569.6	6160.6	5461.5	991.1	869.72	4288.37	3147.72	1163.07	1037.68	2422.6	2957.11	1333.7	835.93	1333.7	835.93	1049.85	1238.63	1304.8	3090.22	3339.52	1034.88	1087.72	3826.58	3575.74	962.21	836.55	1450.92	3736.37	3307.93	1280.71	1385.86	3750.14	4145.36	1151.86	1214.22	3813.65	3720.61	1271.5	1209.84	3118.27	3860.84	762.75	1213.34	3179.63	3341.2	1043.34	1052.7	3762.59	4027.28	1062.96	2980.21	3645.07	3631.15	903.91	872.93	4101.68	3750.23	989.01	935.48	940.8	2590.33	2933.24	3728.46	3490.66	1211.61	1162.98	3702.25	3731.99	973.16	1162.89	3227.17	3877.84	1119.46	873.73	3434.23	3805.69	905.95	958.96	2787.31	630.51	765.19	784.16	2554.74	3174.27	856.85	3181.82	2624.26	1963.98	654.52	869.08	2086.49	2556.58	632.88	781.11	2864.48	2601.78	883.6	941.89	2806.85	3312.52	716.94	676.13	2926.75	3257.9	494.68	571.01	2862.48	2846.89	657.9	2407.01	1455.75	741.5	1139.29	3014.28	3417.11	658.79	897.73	2888.83	2809.4	632.91	646.51	2511.15	2579.83	769.58	668.58	2443.67	2597.22	751.52	799.7	2593.91	2749.19	524.03	682.81	2663.67	2674.21	809.54	2801.37	2643.61	730.02	2799.52	2657	2842.28	719.33	828.84	2919.38	8255.43	583.89	638.22	2301.12	2460.75	813.96	762.31	2780.8	3034.55	791.29	782.54	2701.11	2764.96	935.95	982.82	2583.89	2438.67	836.39	977.03	2617.63	2401.77	2907.02	2678.73	2742.44	3449.37
PRDX3	442.53	541.31	422.06	435.51	467.77	390.48	416.67	130.47	193.27	584.02	557.67	156.48	112.66	275.99	535.85	173.3	162.29	173.3	162.29	153.88	178.95	188.85	384.87	453.25	158.7	108.52	424.02	338.97	172.05	132.52	171.73	342.47	282.59	153.69	130.84	307.31	241.34	102.77	120.95	342.9	306.76	106.23	119.61	303.71	309.4	127.13	125.41	280.32	305.48	89.91	98.69	417.09	414.81	107.54	320.49	304.87	304.79	67.09	85.26	333.29	329.79	99.37	71.31	92.54	201.84	314.45	286.49	383.12	153.92	86.01	346.89	390.08	123.76	58.14	148.95	206.95	107.35	122.56	367.95	229.08	130.31	106.13	228.81	1261.02	87.45	120.2	349.37	291.89	127.37	274.97	403.73	327.33	56.1	73.1	267.33	224.56	99.28	117.04	276.63	326.58	101.51	91.49	261.24	299.84	117.95	119.88	285.5	300.6	113.37	76.99	309.33	247.65	73.54	232.08	397.02	143.87	154.76	334.54	299.44	84.4	102.42	296.71	277.19	91.23	129.3	353.26	271.69	86.01	88.41	194.99	198.7	84.31	99.7	240.79	278.51	116.45	96.46	289.33	239.74	102.7	315.03	380.02	104.18	258.23	172.06	329.14	133.45	108.76	285.21	320.12	84.42	118.19	295.28	231.78	117.03	112.2	256.85	333.3	95.93	97.27	276.63	298.14	113.34	110.72	291.71	293.64	98.37	80.4	254.53	242.67	304.38	263.95	285.04	308.36
